level	file	id	title	reading_goal	code	question	answer	explanation	project_context	question_type	concepts
3	python_core_gaps_v99_a1.json	PYV99_A1_GAP_021_GLOBAL_ASSIGN	global로 바깥 변수 바꾸기	global이 함수 안에서 바깥 변수를 직접 바꾸게 만드는 흐름을 읽는다.	count = 0\n\ndef add():\n    global count\n    count = count + 1\n\nadd()\nprint(count)	출력 결과는?	1	global count는 add 안의 count 대입을 local이 아니라 module 범위의 binding에 적용한다. add()가 이를 1로 바꾸어 print가 1을 출력한다. 전역 상태 변경은 호출 순서에 따라 결과가 달라져 추적과 테스트가 어려울 수 있으므로, 가능하면 값을 반환해 호출자가 저장하는 설계를 우선 고려한다.	상태를 전역 변수로 바꾸는 기존 코드를 읽을 때 global 표시를 놓치면 실행 결과를 잘못 판단할 수 있다.	output_prediction	"[""def"",""print"",""global"",""scope"",""function""]"
3	python_core_gaps_v99_a1.json	PYV99_A1_GAP_022_ABS_COMPARE	abs로 두 값의 차이 비교하기	abs가 계산 결과의 부호를 없애고 차이의 크기만 남기는 흐름을 한 번 더 확인한다.	target = 10\nactual = 6\nerror = abs(target - actual)\nprint(error)	출력 결과는?	4	target - actual은 두 값의 차이를 계산한다. 그 결과가 양수든 음수든 abs는 부호를 없애 차이의 크기만 반환한다. 이 예제에서는 차이가 4라서 abs 결과도 4다. abs는 예측값과 실제값의 거리, 좌표 차이, 오차처럼 방향보다 크기가 중요한 상황에서 자주 쓰인다. 원본 값이 바뀌는 것이 아니라 절댓값 결과를 새로 만들어 쓴다고 읽으면 된다.	예측값과 실제값의 오차를 비교하는 코드에서 abs를 자주 사용한다.	output_prediction	"[""print"",""abs"",""difference"",""number""]"
3	python_core_gaps_v99_a1.json	PYV99_A1_GAP_023_ISINSTANCE_INT_BRANCH	isinstance 결과로 if 분기 읽기	isinstance 결과가 if 조건에서 True/False로 사용되는 흐름을 읽는다.	"value = 7\nif isinstance(value, int):\n    print(""number"")\nelse:\n    print(""text"")"	출력 결과는?	number	value는 실제 int 값 7이다. isinstance(value, int)가 True이므로 if 블록이 실행되고 number가 출력된다. isinstance는 값의 자료형을 확인해 분기할 때 쓴다. 문자열 '7'이었다면 같은 숫자처럼 보여도 int가 아니므로 결과가 달라질 수 있다. 조건문을 읽을 때는 값의 겉모양보다 실제 자료형이 무엇인지 먼저 확인해야 한다.	입력값 검증이나 API 응답 검증에서 타입에 따라 다른 처리를 할 때 쓰인다.	output_prediction	"[""else"",""print"",""isinstance"",""if"",""int""]"
3	python_core_gaps_v99_a1.json	PYV99_A1_GAP_024_ENDSWITH_FILTER	endswith로 확장자 필터링하기	endswith 조건을 이용해 특정 확장자 파일만 고르는 흐름을 읽는다.	"files = [""a.json"", ""b.txt"", ""c.json""]\nselected = []\nfor name in files:\n    if name.endswith("".json""):\n        selected.append(name)\nprint(selected)"	출력 결과는?	['a.json', 'c.json']	반복문은 각 이름에 대소문자를 구분하는 endswith('.json')을 적용한다. a.json과 c.json만 참이라 같은 순서로 selected에 추가되어 ['a.json', 'c.json']이 출력된다. 이는 이름 문자열 필터이며 파일 존재나 JSON 유효성을 검사하지 않는다.	여러 데이터 파일 중 JSON 파일만 골라 로딩하는 스크립트와 연결된다.	output_prediction	"[""if"",""for"",""print"",""endswith"",""filter"",""list""]"
3	python_core_gaps_v99_a1.json	PYV99_A1_GAP_025_SET_DISCARD_EXISTING	discard로 있는 값 제거하기	discard가 set 안에 있는 값을 제거하고 set 상태가 바뀌는 흐름을 읽는다.	"tags = {""python"", ""ai"", ""web""}\ntags.discard(""web"")\nprint(sorted(tags))"	출력 결과는?	['ai', 'python']	discard는 set 안에 값이 있으면 그 값을 제거하고, 값이 없어도 오류 없이 넘어간다. 이 예제에서는 web이 tags 안에 있으므로 제거되고, sorted는 출력 순서를 안정적으로 보여 주기 위해 사용된다. remove와 달리 discard는 없는 값을 지울 때도 예외를 만들지 않는다. 따라서 중복 태그나 선택 항목을 안전하게 정리할 때 자주 쓴다. 따라서 출력은 ‘['ai', 'python']’이다.	필요 없는 태그나 이미 제외한 항목을 set에서 안전하게 지울 때 쓴다.	output_prediction	"[""print"",""set"",""discard"",""mutation""]"
3	python_core_gaps_v99_a1.json	PYV99_A1_GAP_026_SET_COMPREHENSION_FILTER	조건이 있는 set comprehension 읽기	set comprehension 안의 for와 if 조건이 어떤 값만 남기는지 읽는다.	nums = [1, 2, 2, 3, 4]\neven = {n for n in nums if n % 2 == 0}\nprint(sorted(even))	출력 결과는?	[2, 4]	if n % 2 == 0 조건을 통과하는 값은 2와 4다. set은 중복을 제거하므로 2는 한 번만 남는다. set comprehension은 반복문과 조건식을 써서 중복 없는 결과 집합을 만든다. 조건을 만족하는 값만 모으고 싶을 때 간결하게 쓸 수 있다.	중복 없는 후보 목록을 조건으로 걸러 만들 때 set comprehension을 쓸 수 있다.	output_prediction	"[""print"",""set comprehension"",""if"",""set""]"
3	python_deep_expansion_v4.json	PY4_L03_append_extend_001	append와 extend 차이 읽기	append는 하나의 항목을 넣고, extend는 여러 항목을 펼쳐 넣는다는 차이를 읽는다.	"items = [""A""]\nitems.append([""B"", ""C""])\nprint(items)"	출력은?	"[""A"", [""B"", ""C""]]"	"append는 전달한 값을 리스트의 항목 하나로 추가한다. 리스트를 append하면 그 리스트 전체가 하나의 원소로 들어간다. extend는 리스트 안의 값들을 하나씩 펼쳐 넣는다는 점과 비교해서 읽으면 차이가 분명해진다. 따라서 출력은 ‘[""A"", [""B"", ""C""]]’이다."	배치 결과를 합칠 때 append/extend를 헷갈리면 중첩 리스트 버그가 난다.	output_prediction	"[""print"",""list"",""append"",""extend""]"
3	python_deep_expansion_v4.json	PY4_L03_dict_update_001	dict.update() 읽기	기존 dict에 새 key-value를 덮어쓰거나 추가하는 코드를 읽는다.	"meta = {""source"": ""arXiv"", ""score"": 0.5}\nmeta.update({""score"": 0.9, ""domain"": ""UAM""})\nprint(meta[""score""])"	출력은?	0.9	dict.update는 기존 dict에 새 key-value를 추가하거나 같은 key의 값을 덮어쓴다. 그래서 score 값이 0.9로 갱신된다. 같은 key가 이미 있으면 새 값으로 바뀌므로 업데이트 전후에 덮어쓰기 의도를 확인해야 한다.	메타데이터 보강, 설정값 병합, 기본값 덮어쓰기에 자주 보인다.	output_prediction	"[""print"",""dict"",""update""]"
3	python_deep_expansion_v4.json	PY4_L03_extend_001	extend로 리스트 펼쳐 넣기	extend가 다른 리스트의 원소를 현재 리스트에 이어 붙이는 코드임을 읽는다.	"items = [""A""]\nitems.extend([""B"", ""C""])\nprint(items)"	출력은?	"[""A"", ""B"", ""C""]"	"extend는 전달한 반복 가능한 값의 원소를 하나씩 펼쳐 기존 리스트에 추가한다. 리스트를 이어 붙일 때 append와 다르게 동작한다. append는 리스트 자체를 한 항목으로 넣을 수 있지만 extend는 안의 원소들을 풀어서 넣는 차이가 있다. 따라서 출력은 ‘[""A"", ""B"", ""C""]’이다."	여러 shard 결과를 하나의 리스트로 합칠 때 자주 쓰인다.	output_prediction	"[""print"",""list"",""extend""]"
3	python_deep_expansion_v4.json	PY4_L03_is_equal_001	is와 == 차이 맛보기	is와 == 차이 맛보기 코드에서 if 관련 값이 어떤 순서로 바뀌고 최종 결과로 이어지는지 확인한다.	"value = None\nif value is None:\n    print(""empty"")"	value is None은 무엇을 확인하는가?	값이 None 객체인지 확인한다	None은 값이 없음을 나타내는 특별한 객체다. 그래서 None인지 확인할 때는 값 비교 ==보다 같은 객체인지 보는 is를 보통 사용한다. is는 객체 정체성을 보는 비교라서 None 같은 싱글턴 값을 확인할 때 특히 명확하다.	누락값 처리와 API 응답 처리에서 매우 자주 나온다.	meaning_choice	"[""if"",""print"",""is"",""equals"",""None""]"
3	python_dev_environment_foundation_v103_a1.json	PY107_A1_ENV_001_VENV_BOX	가상환경을 도구상자로 이해하기	가상환경을 도구상자로 이해하기 코드에서 comment 관련 값이 어떤 순서로 바뀌고 최종 결과로 이어지는지 확인한다.	python -m venv .venv\n# 프로젝트별 패키지 공간을 만든다	가상환경을 쓰는 가장 알맞은 이유는 무엇인가?	프로젝트마다 필요한 패키지를 따로 관리하기 위해	가상환경은 프로젝트별 Python 실행 경로와 패키지 설치 위치를 분리한다. 컴퓨터 전체 환경에 모든 패키지를 섞지 않아 프로젝트 사이 버전 충돌을 줄이는 데 도움이 된다. 다만 운영체제 도구와 Python 자체 버전까지 모두 복제하는 상자는 아니므로, 초보자는 ‘프로젝트별 Python 패키지 도구상자’로 이해하면 정확하다.	프로젝트마다 패키지 버전을 분리하는 가상환경을 이해하면 재현 가능한 Python 실행 환경을 구성하고 의존성 충돌을 줄일 수 있다.	concept	"[""comment"",""venv"",""virtual_environment"",""dependency""]"
3	python_dev_environment_foundation_v103_a1.json	PY107_A1_ENV_002_WHY_VENV	왜 가상환경을 쓰는가	왜 가상환경을 쓰는가 코드에서 venv 관련 값이 어떤 순서로 바뀌고 최종 결과로 이어지는지 확인한다.	project_a/.venv  # A 프로젝트 패키지\nproject_b/.venv  # B 프로젝트 패키지	A 프로젝트와 B 프로젝트가 서로 다른 패키지 버전을 필요로 할 때 가장 안전한 방법은?	각 프로젝트에 가상환경을 따로 만든다	프로젝트마다 필요한 패키지 버전이 다를 수 있다. 가상환경을 따로 만들면 A 프로젝트의 설치 상태가 B 프로젝트에 섞이지 않아 버전 충돌을 줄일 수 있다. 또한 나중에 requirements.txt로 설치 목록을 남기면 다른 컴퓨터에서도 비슷한 환경을 다시 만들기 쉽다. ‘왜 가상환경을 쓰는가’에서는 venv이 적용되는 줄과 그 전후의 변수 값을 위에서 아래로 연결해 보면 질문에서 요구한 최종 결과가 어떻게 만들어지는지 확인할 수 있다.	프로젝트마다 패키지 버전을 분리하는 가상환경을 이해하면 재현 가능한 Python 실행 환경을 구성하고 의존성 충돌을 줄일 수 있다.	concept	"[""venv"",""dependency_conflict"",""project_isolation""]"
3	python_dev_environment_practical_v113_a1.json	PY113_L03_SET_LOCATION_001	Set-Location 의미 읽기	Set-Location으로 프로젝트 폴더로 이동한 뒤 Git 명령을 실행해야 한다는 점을 읽는다.	"Set-Location ""D:\projects\python-reading-trainer""\ngit status --short"	Set-Location 다음에 git status를 실행하는 이유는?	프로젝트 폴더에서 Git 상태 확인	git status는 현재 폴더의 저장소 상태를 본다. 그래서 먼저 Set-Location으로 프로젝트 폴더로 이동한 뒤 Git 상태를 확인해야 한다.	패치 전에 git status --short로 변경 파일을 확인하는 습관과 연결된다.	multiple_choice	"[""powershell"",""current directory"",""git status""]"
3	python_dev_environment_practical_v113_a1.json	PY113_L03_TERMINAL_PROMPT_001	터미널 프롬프트 읽기	명령어 앞의 경로가 현재 작업 폴더를 보여 주며 상대경로의 기준이 된다는 점을 읽는다.	PS D:\projects\python-reading-trainer>\npython tools/validate_lessons.py	이 명령은 어느 폴더를 기준으로 실행될까?	D:\projects\python-reading-trainer	프롬프트에 보이는 경로가 현재 작업 폴더다. 이 상태에서 상대경로 명령을 실행하면 해당 폴더를 기준으로 파일을 찾고 실행한다. 따라서 정답은 ‘D:\projects\python-reading-trainer’이다.	검증 명령을 실행할 때 먼저 Set-Location으로 프로젝트 폴더에 들어가는 이유다.	multiple_choice	"[""terminal"",""current directory"",""path""]"
3	python_foundation_expansion_v10.json	PY10_L03_def_return_001	def와 return 읽기	함수 정의, 인자 전달, return 값을 함께 읽는다.	def add(a, b):\n    return a + b\n\nprint(add(2, 3))	출력은?	5	def는 함수를 정의하고 return은 계산 결과를 호출한 곳으로 돌려준다. add(2, 3)은 2+3을 계산해 5를 반환한다. 함수 호출식은 return 값을 하나의 값처럼 바꾸어 생각하면 print나 다른 계산에 이어 붙여 읽기 쉽다.	프로젝트 코드는 함수 단위로 쪼개져 있으므로 핵심 기초다.	output_prediction	"[""print"",""function"",""def"",""return""]"
3	python_foundation_expansion_v10.json	PY10_L03_for_list_001	리스트 순회 읽기	리스트의 각 값을 하나씩 꺼내 처리하는 코드를 읽는다.	values = [10, 20, 30]\nfor value in values:\n    print(value + 1)	처음 출력되는 값은?	11	for 반복문은 리스트의 값을 앞에서부터 하나씩 꺼내 실행한다. 첫 번째 value는 10이고 여기에 1을 더해 11을 출력한다. 반복문 문제는 리스트의 첫 값, 현재 변수 이름, 반복마다 실행되는 계산을 차례대로 보면 된다.	파일 목록, 카드 목록, 검색 결과를 처리하는 기본 구조다.	output_prediction	"[""print"",""for"",""list"",""loop""]"
3	python_foundation_expansion_v10.json	PY10_L03_range_loop_001	range 반복 읽기	range 반복 읽기 코드에서 for 관련 값이 어떤 순서로 바뀌고 최종 결과로 이어지는지 확인한다.	for i in range(3):\n    print(i)	출력 흐름은?	0 1 2	range(3)은 0, 1, 2를 차례대로 만든다. for 반복문은 이 값을 하나씩 꺼내며 같은 코드 블록을 세 번 실행한다. range의 끝값 3은 포함되지 않으므로 출력 개수를 먼저 세어 보면 반복 흐름을 놓치지 않는다.	샤드 번호, 반복 처리, 목록 순회 이해에 필요하다.	output_prediction	"[""print"",""for"",""range"",""loop""]"
3	python_foundation_level3_v95_a1_functions.json	PYF95_A1_FUNC_001_DEF_CALL_PRINT	함수 정의 후 호출 출력	def로 만든 함수가 호출될 때 함수 안의 print가 실행되는 흐름을 읽는다.	"def hello():\n    print(""hi"")\n\nhello()"	출력 결과로 맞는 것은?	hi	"def hello():는 함수 본문을 정의할 뿐 그 자리에서 출력하지 않는다. 마지막 줄 hello()가 함수를 호출하면 본문으로 들어가 print(""hi"")가 실행되어 화면에 hi가 보인다. 문자열을 감싼 따옴표는 코드 문법이므로 출력에는 포함되지 않는다."	함수 호출은 반복되는 처리 규칙을 이름으로 묶어 프로젝트 코드의 흐름을 읽기 쉽게 만든다.	output_prediction	"[""function"",""def"",""function call"",""print""]"
3	python_foundation_level3_v95_a1_functions.json	PYF95_A1_FUNC_002_DEF_NOT_CALLED	정의만 있고 호출이 없는 함수	정의만 있고 호출이 없는 함수 코드에서 function 관련 값이 어떤 순서로 바뀌고 최종 결과로 이어지는지 확인한다.	"def hello():\n    print(""hi"")"	이 코드를 실행했을 때 맞는 설명은?	아무것도 출력되지 않는다	hello() 호출이 없으므로 함수 본문은 실행되지 않는다. 따라서 출력은 ‘아무것도 출력되지 않는다’이다. 함수 코드는 정의와 호출을 구분한 뒤 argument가 parameter에 들어가는 순간, 함수 안의 계산, return으로 돌아오는 값을 차례로 연결하면 바깥 코드의 결과까지 추적할 수 있다.	큰 코드 파일에서 함수 정의가 많이 보여도 실제 실행 지점은 호출 흐름에서 따로 찾아야 한다.	output_prediction	"[""function"",""print"",""def"",""function call""]"
